id	Site
13	Brothers_NWCB_S012_NODE_711_length_28869_cov_2.123826
2864	Brothers_NWCB_S012_NODE_71174_length_1929_cov_1.361820
2435	Brothers_NWCB_S012_NODE_71284_length_1927_cov_0.959444
546	Brothers_NWCB_S012_NODE_71373_length_1925_cov_3.875973
2423	Brothers_NWCB_S012_NODE_71760_length_1919_cov_1.005022
2865	Brothers_NWCB_S012_NODE_7250_length_7559_cov_3.175457
2866	Brothers_NWCB_S012_NODE_73749_length_1886_cov_0.678795
1722	Brothers_NWCB_S012_NODE_7385_length_7488_cov_3.195761
219	Brothers_NWCB_S012_NODE_7447_length_7454_cov_1.664392
223	Brothers_NWCB_S012_NODE_7496_length_7424_cov_11.116623
2867	Brothers_NWCB_S012_NODE_75914_length_1850_cov_2.209518
2868	Brothers_NWCB_S012_NODE_76662_length_1838_cov_4.122735
2426	Brothers_NWCB_S012_NODE_76672_length_1838_cov_2.624781
914	Brothers_NWCB_S012_NODE_76927_length_1835_cov_0.792740
736	Brothers_NWCB_S012_NODE_77652_length_1824_cov_1.724219
2869	Brothers_NWCB_S012_NODE_78083_length_1817_cov_1.695266
64	Brothers_NWCB_S012_NODE_7833_length_7230_cov_1.295931
2437	Brothers_NWCB_S012_NODE_78527_length_1810_cov_2.937611
1723	Brothers_NWCB_S012_NODE_78568_length_1810_cov_0.952466
55	Brothers_NWCB_S012_NODE_7857_length_7217_cov_12.257687
2438	Brothers_NWCB_S012_NODE_79122_length_1801_cov_1.717443
2439	Brothers_NWCB_S012_NODE_7914_length_7188_cov_3.799037
915	Brothers_NWCB_S012_NODE_79658_length_1793_cov_1.585234
1724	Brothers_NWCB_S012_NODE_79668_length_1793_cov_1.177671
224	Brothers_NWCB_S012_NODE_81173_length_1771_cov_0.625304
1725	Brothers_NWCB_S012_NODE_8378_length_6957_cov_9.098975
117	Brothers_NWCB_S012_NODE_84369_length_1726_cov_1.988118
225	Brothers_NWCB_S012_NODE_852_length_26229_cov_5.007394
1726	Brothers_NWCB_S012_NODE_86714_length_1695_cov_23.516582
643	Brothers_NWCB_S012_NODE_88326_length_1674_cov_2.007757
17	Brothers_NWCB_S012_NODE_8990_length_6694_cov_4.630577
2870	Brothers_NWCB_S012_NODE_90206_length_1651_cov_1.045932
1727	Brothers_NWCB_S012_NODE_92847_length_1618_cov_0.865862
221	Brothers_NWCB_S012_NODE_9318_length_6551_cov_2.367995
69	Brothers_NWCB_S012_NODE_951_length_24654_cov_1.608798
1728	Brothers_NWCB_S012_NODE_95231_length_1590_cov_1.509911
437	Brothers_NWCB_S012_NODE_96926_length_1572_cov_1.183391
434	Brothers_NWCB_S012_NODE_97486_length_1566_cov_1.492008
2441	Brothers_NWCB_S012_NODE_98578_length_1554_cov_1.761738
880	Brothers_NWCB_S012_NODE_99125_length_1549_cov_0.706048
1729	Brothers_NWCB_S139_NODE_10291_length_8517_cov_6.655542
218	Brothers_NWCB_S139_NODE_1030_length_28936_cov_2.172134
14	Brothers_NWCB_S139_NODE_103006_length_2098_cov_9.618468
157	Brothers_NWCB_S139_NODE_103034_length_2098_cov_1.373415
916	Brothers_NWCB_S139_NODE_1039_length_28824_cov_40.431683
1687	Brothers_NWCB_S139_NODE_105368_length_2065_cov_7.655315
331	Brothers_NWCB_S139_NODE_107_length_88832_cov_6.716893
1730	Brothers_NWCB_S139_NODE_10774_length_8303_cov_3.337696
1695	Brothers_NWCB_S139_NODE_109226_length_2014_cov_1.002120
268	Brothers_NWCB_S139_NODE_110269_length_2000_cov_4.172985
2442	Brothers_NWCB_S139_NODE_1104_length_27802_cov_2.166215_fragment_1
1731	Brothers_NWCB_S139_NODE_110993_length_1991_cov_1.422747
1732	Brothers_NWCB_S139_NODE_11178_length_8145_cov_3.585059
226	Brothers_NWCB_S139_NODE_112548_length_1971_cov_3.245119
278	Brothers_NWCB_S139_NODE_11402_length_8043_cov_0.845376
917	Brothers_NWCB_S139_NODE_11417_length_8034_cov_1.577210
162	Brothers_NWCB_S139_NODE_1143_length_27305_cov_1.697844
2871	Brothers_NWCB_S139_NODE_114303_length_1950_cov_15.879320
438	Brothers_NWCB_S139_NODE_11488_length_8006_cov_42.365909
1733	Brothers_NWCB_S139_NODE_11687_length_7928_cov_1.966799
1672	Brothers_NWCB_S139_NODE_120719_length_1877_cov_5.478857
1321	Brothers_NWCB_S139_NODE_121443_length_1869_cov_1.416188
1734	Brothers_NWCB_S139_NODE_122015_length_1863_cov_1.512673
642	Brothers_NWCB_S139_NODE_1226_length_26341_cov_17.831273
546	Brothers_NWCB_S139_NODE_12272_length_7705_cov_9.652415
1735	Brothers_NWCB_S139_NODE_122991_length_1853_cov_0.982039
2443	Brothers_NWCB_S139_NODE_123570_length_1846_cov_7.211751
1696	Brothers_NWCB_S139_NODE_123571_length_1846_cov_5.641652
51	Brothers_NWCB_S139_NODE_12386_length_7666_cov_2.415838
1736	Brothers_NWCB_S139_NODE_12423_length_7650_cov_2.525588
918	Brothers_NWCB_S139_NODE_124844_length_1833_cov_0.837046
439	Brothers_NWCB_S139_NODE_12586_length_7602_cov_3.745953
2872	Brothers_NWCB_S139_NODE_12939_length_7498_cov_20.153846
1737	Brothers_NWCB_S139_NODE_13018_length_7473_cov_13.929622
95	Brothers_NWCB_S139_NODE_130237_length_1779_cov_5.400726
1738	Brothers_NWCB_S139_NODE_130879_length_1773_cov_2.175577
1688	Brothers_NWCB_S139_NODE_13183_length_7420_cov_2.670232
2873	Brothers_NWCB_S139_NODE_13459_length_7332_cov_1.142124
528	Brothers_NWCB_S139_NODE_135579_length_1729_cov_1.547441
2874	Brothers_NWCB_S139_NODE_135679_length_1728_cov_3.128045
8	Brothers_NWCB_S139_NODE_135907_length_1726_cov_10.631645
892	Brothers_NWCB_S139_NODE_13614_length_7289_cov_5.419436
5	Brothers_NWCB_S139_NODE_13693_length_7266_cov_2.315871
919	Brothers_NWCB_S139_NODE_13785_length_7243_cov_0.875211
69	Brothers_NWCB_S139_NODE_1380_length_24861_cov_5.816124
120	Brothers_NWCB_S139_NODE_1382_length_24833_cov_1.749332
116	Brothers_NWCB_S139_NODE_13844_length_7225_cov_13.686813
216	Brothers_NWCB_S139_NODE_139528_length_1694_cov_1.216975
910	Brothers_NWCB_S139_NODE_14523_length_7047_cov_4.324277
1725	Brothers_NWCB_S139_NODE_14541_length_7043_cov_2.976576
2875	Brothers_NWCB_S139_NODE_147154_length_1630_cov_6.905522
1675	Brothers_NWCB_S139_NODE_14730_length_6990_cov_18.345476
1739	Brothers_NWCB_S139_NODE_147332_length_1629_cov_1.201731
429	Brothers_NWCB_S139_NODE_148214_length_1622_cov_1.174582
440	Brothers_NWCB_S139_NODE_1520_length_23572_cov_1.834122
441	Brothers_NWCB_S139_NODE_156119_length_1562_cov_4.460627
1740	Brothers_NWCB_S139_NODE_15622_length_6765_cov_20.824345
442	Brothers_NWCB_S139_NODE_156609_length_1559_cov_1.551676
1713	Brothers_NWCB_S139_NODE_15782_length_6730_cov_1.150689
1741	Brothers_NWCB_S139_NODE_15809_length_6725_cov_3.067748
118	Brothers_NWCB_S139_NODE_159_length_73201_cov_2.097572_fragment_1
1720	Brothers_NWCB_S139_NODE_16_length_202131_cov_8.698892
1742	Brothers_NWCB_S139_NODE_16007_length_6674_cov_1.782649
2445	Brothers_NWCB_S139_NODE_161787_length_1523_cov_1.181948
682	Brothers_NWCB_S139_NODE_162230_length_1520_cov_2.176597
1	Brothers_NWCB_S139_NODE_162247_length_1520_cov_1.347452
896	Brothers_NWCB_S139_NODE_16384_length_6586_cov_59.533519
222	Brothers_NWCB_S139_NODE_166203_length_1494_cov_1.116313
8	Brothers_NWCB_S139_NODE_16699_length_6518_cov_16.398529
2446	Brothers_NWCB_S139_NODE_17047_length_6441_cov_2.143649
1743	Brothers_NWCB_S139_NODE_17154_length_6420_cov_1.608136
891	Brothers_NWCB_S139_NODE_18151_length_6212_cov_20.872309
776	Brothers_NWCB_S139_NODE_18279_length_6185_cov_37.672994
920	Brothers_NWCB_S139_NODE_18582_length_6128_cov_3.917847
425	Brothers_NWCB_S139_NODE_18622_length_6121_cov_33.532533
1702	Brothers_NWCB_S139_NODE_18737_length_6102_cov_8.637322
1745	Brothers_NWCB_S139_NODE_188_length_66584_cov_32.062552_fragment_1
1744	Brothers_NWCB_S139_NODE_188343_length_1362_cov_0.549798
434	Brothers_NWCB_S139_NODE_18970_length_6057_cov_4.970320
13	Brothers_NWCB_S139_NODE_19113_length_6029_cov_10.416469
2427	Brothers_NWCB_S139_NODE_192208_length_1341_cov_5.845140
893	Brothers_NWCB_S139_NODE_195177_length_1326_cov_3.786489
221	Brothers_NWCB_S139_NODE_19720_length_5922_cov_0.881967
4	Brothers_NWCB_S139_NODE_19978_length_5878_cov_4.648409
1746	Brothers_NWCB_S139_NODE_202776_length_1288_cov_60.886305
1747	Brothers_NWCB_S139_NODE_20727_length_5750_cov_10.343589
4	Brothers_NWCB_S139_NODE_20778_length_5742_cov_4.881211
906	Brothers_NWCB_S139_NODE_219216_length_1215_cov_0.726103
641	Brothers_NWCB_S139_NODE_2232_length_19174_cov_20.235050
1748	Brothers_NWCB_S139_NODE_22519_length_5485_cov_6.407055
156	Brothers_NWCB_S139_NODE_22796_length_5451_cov_1.814801
921	Brothers_NWCB_S139_NODE_22938_length_5431_cov_1.427225
1683	Brothers_NWCB_S139_NODE_23095_length_5412_cov_1.364995
2876	Brothers_NWCB_S139_NODE_23223_length_5396_cov_2.901499
922	Brothers_NWCB_S139_NODE_23306_length_5385_cov_1.909471
1705	Brothers_NWCB_S139_NODE_23797_length_5323_cov_1.339107
923	Brothers_NWCB_S139_NODE_24199_length_5268_cov_4.361992
672	Brothers_NWCB_S139_NODE_2447_length_18315_cov_4.520343
1749	Brothers_NWCB_S139_NODE_24733_length_5203_cov_5.317770
904	Brothers_NWCB_S139_NODE_24743_length_5202_cov_0.952906
1750	Brothers_NWCB_S139_NODE_25044_length_5164_cov_4.591821
443	Brothers_NWCB_S139_NODE_25345_length_5129_cov_3.508996
48	Brothers_NWCB_S139_NODE_2576_length_17794_cov_191.630271
2877	Brothers_NWCB_S139_NODE_25864_length_5067_cov_3.940081
1751	Brothers_NWCB_S139_NODE_26446_length_5003_cov_7.581419
220	Brothers_NWCB_S139_NODE_2683_length_17382_cov_14.783541
14	Brothers_NWCB_S139_NODE_27314_length_4908_cov_14.614934
2	Brothers_NWCB_S139_NODE_27411_length_4897_cov_5.347170
924	Brothers_NWCB_S139_NODE_275_length_56654_cov_5.032055
1722	Brothers_NWCB_S139_NODE_27668_length_4873_cov_1.414876
5	Brothers_NWCB_S139_NODE_27850_length_4853_cov_10.415785
1717	Brothers_NWCB_S139_NODE_28112_length_4826_cov_1.490743
925	Brothers_NWCB_S139_NODE_28130_length_4824_cov_1.122844
918	Brothers_NWCB_S139_NODE_28190_length_4819_cov_0.794118
886	Brothers_NWCB_S139_NODE_28355_length_4801_cov_5.304236
215	Brothers_NWCB_S139_NODE_28682_length_4769_cov_2.625162
1753	Brothers_NWCB_S139_NODE_2888_length_16765_cov_3.595444
177	Brothers_NWCB_S139_NODE_291_length_54722_cov_5.701914
1671	Brothers_NWCB_S139_NODE_2953_length_16576_cov_2.809046_fragment_1
1639	Brothers_NWCB_S139_NODE_298_length_53854_cov_11.034303
116	Brothers_NWCB_S139_NODE_30085_length_4635_cov_17.435226
926	Brothers_NWCB_S139_NODE_30345_length_4610_cov_9.671202
2878	Brothers_NWCB_S139_NODE_30398_length_4605_cov_1.873381
1685	Brothers_NWCB_S139_NODE_30475_length_4598_cov_1.987028
1668	Brothers_NWCB_S139_NODE_30681_length_4578_cov_2.922265
1626	Brothers_NWCB_S139_NODE_30927_length_4555_cov_1.443089
115	Brothers_NWCB_S139_NODE_310_length_52987_cov_669.637325
4	Brothers_NWCB_S139_NODE_31260_length_4523_cov_2.642857
264	Brothers_NWCB_S139_NODE_31415_length_4510_cov_4.718001
4	Brothers_NWCB_S139_NODE_32155_length_4451_cov_1.962303
912	Brothers_NWCB_S139_NODE_32646_length_4411_cov_1.026144
1643	Brothers_NWCB_S139_NODE_327_length_51053_cov_8.030809
17	Brothers_NWCB_S139_NODE_3317_length_15525_cov_15.213534
1682	Brothers_NWCB_S139_NODE_3391_length_15376_cov_3.004000
2448	Brothers_NWCB_S139_NODE_34035_length_4300_cov_2.186676
25	Brothers_NWCB_S139_NODE_341_length_50131_cov_34.859451_fragment_1
1121	Brothers_NWCB_S139_NODE_34315_length_4280_cov_1.844931
51	Brothers_NWCB_S139_NODE_34719_length_4252_cov_1.590545
2879	Brothers_NWCB_S139_NODE_34994_length_4233_cov_1.829518
1754	Brothers_NWCB_S139_NODE_35361_length_4203_cov_0.803484
1755	Brothers_NWCB_S139_NODE_35563_length_4188_cov_1.862103
225	Brothers_NWCB_S139_NODE_36034_length_4152_cov_1.136646
1756	Brothers_NWCB_S139_NODE_36122_length_4146_cov_6.781538
2449	Brothers_NWCB_S139_NODE_36474_length_4120_cov_3.219634
1690	Brothers_NWCB_S139_NODE_37066_length_4079_cov_5.719889
728	Brothers_NWCB_S139_NODE_37283_length_4065_cov_7.697562
444	Brothers_NWCB_S139_NODE_37971_length_4023_cov_1.076489
1757	Brothers_NWCB_S139_NODE_38951_length_3960_cov_1.068615
880	Brothers_NWCB_S139_NODE_39328_length_3937_cov_1.439370
117	Brothers_NWCB_S139_NODE_395_length_46514_cov_22.529049
181	Brothers_NWCB_S139_NODE_39546_length_3923_cov_4.979452
1758	Brothers_NWCB_S139_NODE_4015_length_14161_cov_52.762292
927	Brothers_NWCB_S139_NODE_40180_length_3885_cov_1.811336
1707	Brothers_NWCB_S139_NODE_4030_length_14129_cov_2.947150
929	Brothers_NWCB_S139_NODE_408_length_45564_cov_15.392279
2880	Brothers_NWCB_S139_NODE_41105_length_3827_cov_7.134865
1759	Brothers_NWCB_S139_NODE_41449_length_3810_cov_0.999185
1257	Brothers_NWCB_S139_NODE_41590_length_3802_cov_1.224218
11	Brothers_NWCB_S139_NODE_4178_length_13851_cov_3.804066
4	Brothers_NWCB_S139_NODE_4195_length_13821_cov_4.520155
5	Brothers_NWCB_S139_NODE_42172_length_3769_cov_6.642779
48	Brothers_NWCB_S139_NODE_42217_length_3766_cov_227.775213
1752	Brothers_NWCB_S139_NODE_428_length_44475_cov_23.752954
1760	Brothers_NWCB_S139_NODE_4334_length_13566_cov_1.547288
2450	Brothers_NWCB_S139_NODE_436_length_44186_cov_10.413264
2451	Brothers_NWCB_S139_NODE_4394_length_13464_cov_13.634625
51	Brothers_NWCB_S139_NODE_44049_length_3671_cov_1.547686
890	Brothers_NWCB_S139_NODE_447_length_43881_cov_2.682429
13	Brothers_NWCB_S139_NODE_44889_length_3626_cov_9.651901
116	Brothers_NWCB_S139_NODE_44936_length_3623_cov_12.514016
1657	Brothers_NWCB_S139_NODE_45205_length_3609_cov_1.573521
894	Brothers_NWCB_S139_NODE_453_length_43774_cov_3.629459
1715	Brothers_NWCB_S139_NODE_4567_length_13211_cov_1.302354_fragment_1
2	Brothers_NWCB_S139_NODE_46273_length_3556_cov_4.160105
903	Brothers_NWCB_S139_NODE_46598_length_3540_cov_0.835042
930	Brothers_NWCB_S139_NODE_478_length_42900_cov_13.109017
104	Brothers_NWCB_S139_NODE_4830_length_12814_cov_1.630173
2452	Brothers_NWCB_S139_NODE_485_length_42546_cov_3.646503
445	Brothers_NWCB_S139_NODE_493_length_42334_cov_2.488213
931	Brothers_NWCB_S139_NODE_4964_length_12637_cov_3.951479
2454	Brothers_NWCB_S139_NODE_497_length_42177_cov_12.262949
1761	Brothers_NWCB_S139_NODE_500_length_42103_cov_344.741257
1658	Brothers_NWCB_S139_NODE_50009_length_3387_cov_0.823006
446	Brothers_NWCB_S139_NODE_50077_length_3384_cov_1.303654
48	Brothers_NWCB_S139_NODE_50512_length_3365_cov_31.537678
899	Brothers_NWCB_S139_NODE_51374_length_3329_cov_1.420675
569	Brothers_NWCB_S139_NODE_52197_length_3295_cov_1.238952
1762	Brothers_NWCB_S139_NODE_5322_length_12196_cov_1.546607
1763	Brothers_NWCB_S139_NODE_53534_length_3243_cov_1.082478
1662	Brothers_NWCB_S139_NODE_53897_length_3228_cov_3.151564
8	Brothers_NWCB_S139_NODE_5500_length_11977_cov_17.425063
2444	Brothers_NWCB_S139_NODE_55287_length_3174_cov_15.805382
739	Brothers_NWCB_S139_NODE_55337_length_3172_cov_1.439080
1764	Brothers_NWCB_S139_NODE_55943_length_3151_cov_6.917989
36	Brothers_NWCB_S139_NODE_56006_length_3149_cov_2.327929
1691	Brothers_NWCB_S139_NODE_56127_length_3145_cov_0.957588
1	Brothers_NWCB_S139_NODE_56494_length_3132_cov_1.026622
907	Brothers_NWCB_S139_NODE_58080_length_3079_cov_0.951220
435	Brothers_NWCB_S139_NODE_58164_length_3076_cov_2.080366
1701	Brothers_NWCB_S139_NODE_587_length_38959_cov_7.866631
2455	Brothers_NWCB_S139_NODE_58940_length_3050_cov_0.900103
120	Brothers_NWCB_S139_NODE_5969_length_11467_cov_2.271693
1728	Brothers_NWCB_S139_NODE_60484_length_2999_cov_1.954039
1660	Brothers_NWCB_S139_NODE_61252_length_2973_cov_1.645116
357	Brothers_NWCB_S139_NODE_61923_length_2951_cov_1.143414
2881	Brothers_NWCB_S139_NODE_62396_length_2937_cov_3.585409
922	Brothers_NWCB_S139_NODE_6275_length_11174_cov_1.495881
1680	Brothers_NWCB_S139_NODE_63163_length_2916_cov_0.942273
1380	Brothers_NWCB_S139_NODE_63464_length_2907_cov_1.686691
2882	Brothers_NWCB_S139_NODE_645_length_36862_cov_16.686022
1678	Brothers_NWCB_S139_NODE_65241_length_2856_cov_0.879077
932	Brothers_NWCB_S139_NODE_65779_length_2840_cov_13.253962
902	Brothers_NWCB_S139_NODE_66046_length_2833_cov_0.715078
858	Brothers_NWCB_S139_NODE_6654_length_10807_cov_15.898127
933	Brothers_NWCB_S139_NODE_691_length_35808_cov_3.825033
13	Brothers_NWCB_S139_NODE_69594_length_2736_cov_6.459563
362	Brothers_NWCB_S139_NODE_69965_length_2727_cov_0.881154
887	Brothers_NWCB_S139_NODE_704_length_35423_cov_53.734757
1	Brothers_NWCB_S139_NODE_70984_length_2701_cov_0.970085
934	Brothers_NWCB_S139_NODE_71010_length_2700_cov_1.638943
935	Brothers_NWCB_S139_NODE_712_length_35295_cov_4.920951
444	Brothers_NWCB_S139_NODE_71211_length_2696_cov_1.037758
1703	Brothers_NWCB_S139_NODE_72268_length_2669_cov_1.074351
219	Brothers_NWCB_S139_NODE_74157_length_2624_cov_0.899479
911	Brothers_NWCB_S139_NODE_750_length_34556_cov_525.643266
1714	Brothers_NWCB_S139_NODE_75434_length_2594_cov_0.696798
1292	Brothers_NWCB_S139_NODE_7556_length_10116_cov_2.699469
1765	Brothers_NWCB_S139_NODE_75585_length_2590_cov_7.029639
2883	Brothers_NWCB_S139_NODE_76827_length_2561_cov_8.689400
380	Brothers_NWCB_S139_NODE_76840_length_2561_cov_1.998767
794	Brothers_NWCB_S139_NODE_77829_length_2540_cov_0.750104
227	Brothers_NWCB_S139_NODE_7867_length_9874_cov_3.711296
146	Brothers_NWCB_S139_NODE_788_length_33642_cov_14.599940
1766	Brothers_NWCB_S139_NODE_78912_length_2516_cov_2.554207
1767	Brothers_NWCB_S139_NODE_8087_length_9707_cov_2.271086
1	Brothers_NWCB_S139_NODE_83539_length_2423_cov_1.512195
1768	Brothers_NWCB_S139_NODE_8415_length_9506_cov_1.234780
2456	Brothers_NWCB_S139_NODE_84511_length_2404_cov_0.640316
437	Brothers_NWCB_S139_NODE_84759_length_2399_cov_1.321743
2884	Brothers_NWCB_S139_NODE_86955_length_2358_cov_7.024653
2457	Brothers_NWCB_S139_NODE_8816_length_9295_cov_3.778032
15	Brothers_NWCB_S139_NODE_88636_length_2327_cov_2.090000
13	Brothers_NWCB_S139_NODE_88952_length_2321_cov_12.429809
936	Brothers_NWCB_S139_NODE_89863_length_2305_cov_3.878329
653	Brothers_NWCB_S139_NODE_89874_length_2305_cov_1.231405
369	Brothers_NWCB_S139_NODE_9054_length_9168_cov_10.860082
903	Brothers_NWCB_S139_NODE_92325_length_2262_cov_1.064637
1686	Brothers_NWCB_S139_NODE_93094_length_2248_cov_16.417256
433	Brothers_NWCB_S139_NODE_94499_length_2225_cov_10.928980
2458	Brothers_NWCB_S139_NODE_95524_length_2210_cov_0.583773
2	Brothers_NWCB_S139_NODE_95596_length_2208_cov_28.024988
447	Brothers_NWCB_S139_NODE_95891_length_2204_cov_1.084256
705	Brothers_NWCB_S139_NODE_9629_length_8850_cov_1.594979
2885	Brothers_NWCB_S139_NODE_96564_length_2193_cov_4.272991
1721	Brothers_NWCB_S139_NODE_9752_length_8788_cov_2.450064
433	Brothers_NWCB_S139_NODE_98357_length_2166_cov_15.674350
1673	Brothers_NWCB_S139_NODE_98384_length_2166_cov_1.584110
1	Brothers_NWCB_S139_NODE_99491_length_2149_cov_1.039070
1718	Brothers_NWCB_S139_NODE_99510_length_2149_cov_0.814045
1769	Brothers_NWCB_S139_NODE_9952_length_8675_cov_5.602480
2459	Brothers_NWCB_S140_NODE_100086_length_1976_cov_0.514873
1149	Brothers_NWCB_S140_NODE_100780_length_1967_cov_1.534239
119	Brothers_NWCB_S140_NODE_101_length_39775_cov_66.827583
1770	Brothers_NWCB_S140_NODE_102_length_39525_cov_1.459693_fragment_1
441	Brothers_NWCB_S140_NODE_102745_length_1944_cov_12.722069
2886	Brothers_NWCB_S140_NODE_106791_length_1901_cov_0.420519
2460	Brothers_NWCB_S140_NODE_107_length_38328_cov_5.326850
437	Brothers_NWCB_S140_NODE_107244_length_1896_cov_0.927643
201	Brothers_NWCB_S140_NODE_109_length_38130_cov_19.284399
1771	Brothers_NWCB_S140_NODE_109042_length_1878_cov_0.851513
228	Brothers_NWCB_S140_NODE_109081_length_1878_cov_0.564820
1768	Brothers_NWCB_S140_NODE_11008_length_6060_cov_1.273386
2	Brothers_NWCB_S140_NODE_110132_length_1866_cov_2.220242
31	Brothers_NWCB_S140_NODE_110345_length_1864_cov_2.668394
2887	Brothers_NWCB_S140_NODE_111603_length_1852_cov_0.665507
2888	Brothers_NWCB_S140_NODE_112201_length_1846_cov_0.808610
6	Brothers_NWCB_S140_NODE_113184_length_1836_cov_0.604447
1772	Brothers_NWCB_S140_NODE_113975_length_1828_cov_0.883598
2889	Brothers_NWCB_S140_NODE_114_length_37467_cov_1.600911
1773	Brothers_NWCB_S140_NODE_114712_length_1821_cov_0.579103
2890	Brothers_NWCB_S140_NODE_116230_length_1807_cov_1.184524
69	Brothers_NWCB_S140_NODE_11753_length_5895_cov_6.203710
345	Brothers_NWCB_S140_NODE_118_length_37085_cov_4.822041
445	Brothers_NWCB_S140_NODE_1189_length_14447_cov_1.458520
1774	Brothers_NWCB_S140_NODE_1192_length_14427_cov_1.863357
1769	Brothers_NWCB_S140_NODE_12138_length_5815_cov_5.420534
937	Brothers_NWCB_S140_NODE_122073_length_1756_cov_0.612032
121	Brothers_NWCB_S140_NODE_122745_length_1750_cov_0.929760
121	Brothers_NWCB_S140_NODE_12345_length_5774_cov_1.098105
16	Brothers_NWCB_S140_NODE_124238_length_1738_cov_0.570453
1744	Brothers_NWCB_S140_NODE_124331_length_1737_cov_0.763975
1641	Brothers_NWCB_S140_NODE_12663_length_5707_cov_1.027240
224	Brothers_NWCB_S140_NODE_126696_length_1718_cov_0.674419
2463	Brothers_NWCB_S140_NODE_128005_length_1707_cov_0.955063
1746	Brothers_NWCB_S140_NODE_128191_length_1705_cov_2.801014
1659	Brothers_NWCB_S140_NODE_128961_length_1699_cov_1.229644
887	Brothers_NWCB_S140_NODE_129_length_35452_cov_9.066921
1627	Brothers_NWCB_S140_NODE_129362_length_1696_cov_0.824092
4	Brothers_NWCB_S140_NODE_1314_length_13902_cov_2.628530
2891	Brothers_NWCB_S140_NODE_134204_length_1659_cov_0.933420
2464	Brothers_NWCB_S140_NODE_134494_length_1657_cov_0.783660
113	Brothers_NWCB_S140_NODE_138667_length_1626_cov_1.528352
2892	Brothers_NWCB_S140_NODE_139926_length_1617_cov_0.800000
2461	Brothers_NWCB_S140_NODE_14008_length_5455_cov_1.206456
14	Brothers_NWCB_S140_NODE_140423_length_1613_cov_2.043069
1775	Brothers_NWCB_S140_NODE_145_length_34226_cov_2.879410
2893	Brothers_NWCB_S140_NODE_145412_length_1580_cov_0.640055
1776	Brothers_NWCB_S140_NODE_14765_length_5327_cov_2.654423
911	Brothers_NWCB_S140_NODE_148_length_33865_cov_2.108661
1646	Brothers_NWCB_S140_NODE_15023_length_5285_cov_0.979837
4	Brothers_NWCB_S140_NODE_1503_length_13201_cov_2.738642
42	Brothers_NWCB_S140_NODE_150934_length_1544_cov_2.942837
55	Brothers_NWCB_S140_NODE_152399_length_1535_cov_1.100852
1731	Brothers_NWCB_S140_NODE_15248_length_5247_cov_2.301758
1452	Brothers_NWCB_S140_NODE_152593_length_1534_cov_0.721393
2894	Brothers_NWCB_S140_NODE_15366_length_5229_cov_0.990592
2895	Brothers_NWCB_S140_NODE_15873_length_5144_cov_6.467211
1777	Brothers_NWCB_S140_NODE_160353_length_1487_cov_1.987500
1148	Brothers_NWCB_S140_NODE_1621_length_12856_cov_2.089402
1681	Brothers_NWCB_S140_NODE_162100_length_1477_cov_0.982222
1634	Brothers_NWCB_S140_NODE_163843_length_1468_cov_0.510067
1778	Brothers_NWCB_S140_NODE_16429_length_5066_cov_9.202268
917	Brothers_NWCB_S140_NODE_16570_length_5044_cov_1.179378
443	Brothers_NWCB_S140_NODE_1663_length_12701_cov_1.055670
1779	Brothers_NWCB_S140_NODE_169011_length_1439_cov_2.782012
1780	Brothers_NWCB_S140_NODE_169957_length_1435_cov_0.618502
82	Brothers_NWCB_S140_NODE_17344_length_4932_cov_0.905307
1781	Brothers_NWCB_S140_NODE_174300_length_1412_cov_6.788327
222	Brothers_NWCB_S140_NODE_177_length_31614_cov_1.920158
1319	Brothers_NWCB_S140_NODE_1770_length_12453_cov_2.668911
226	Brothers_NWCB_S140_NODE_17922_length_4856_cov_4.937407
2466	Brothers_NWCB_S140_NODE_179343_length_1387_cov_0.458730
1661	Brothers_NWCB_S140_NODE_179969_length_1384_cov_0.487669
447	Brothers_NWCB_S140_NODE_18041_length_4841_cov_1.905812
898	Brothers_NWCB_S140_NODE_181100_length_1378_cov_3.253397
1782	Brothers_NWCB_S140_NODE_18175_length_4824_cov_1.750266
201	Brothers_NWCB_S140_NODE_18250_length_4815_cov_16.047995
1783	Brothers_NWCB_S140_NODE_18507_length_4787_cov_1.057296
650	Brothers_NWCB_S140_NODE_18646_length_4771_cov_0.734927
1784	Brothers_NWCB_S140_NODE_18931_length_4740_cov_1.632343
229	Brothers_NWCB_S140_NODE_19270_length_4703_cov_1.527753
876	Brothers_NWCB_S140_NODE_19299_length_4701_cov_0.667250
6	Brothers_NWCB_S140_NODE_20878_length_4529_cov_1.921399
2896	Brothers_NWCB_S140_NODE_21358_length_4483_cov_1.434573
932	Brothers_NWCB_S140_NODE_214330_length_1238_cov_2.711071
2897	Brothers_NWCB_S140_NODE_21601_length_4460_cov_1.118625
2898	Brothers_NWCB_S140_NODE_22061_length_4416_cov_5.581021
225	Brothers_NWCB_S140_NODE_226_length_28428_cov_3.793859
2467	Brothers_NWCB_S140_NODE_2326_length_11251_cov_1.307623
295	Brothers_NWCB_S140_NODE_233771_length_1171_cov_0.549808
2468	Brothers_NWCB_S140_NODE_234619_length_1168_cov_0.742555
624	Brothers_NWCB_S140_NODE_23568_length_4280_cov_6.476041
383	Brothers_NWCB_S140_NODE_23716_length_4268_cov_1.122193
1785	Brothers_NWCB_S140_NODE_24027_length_4238_cov_2.233033
