file format type num_seqs sum_len min_len avg_len max_len
Brothers_Diffuse_S015_NODE_313094_length_1005_cov_2.530752 FASTA DNA 1 1005 1005 1005 1005
Brothers_Diffuse_S015_NODE_31370_length_2443_cov_2.361399 FASTA DNA 1 2443 2443 2443 2443
Brothers_Diffuse_S015_NODE_3142_length_6162_cov_10.723115 FASTA DNA 1 6162 6162 6162 6162
Brothers_Diffuse_S015_NODE_3143_length_6162_cov_2.436454 FASTA DNA 1 6162 6162 6162 6162
Brothers_Diffuse_S015_NODE_314407_length_1004_cov_0.826682 FASTA DNA 1 1004 1004 1004 1004
Brothers_Diffuse_S015_NODE_31459_length_2441_cov_1.220398 FASTA DNA 1 2441 2441 2441 2441
Brothers_Diffuse_S015_NODE_31480_length_2440_cov_1.670990 FASTA DNA 1 2440 2440 2440 2440
Brothers_Diffuse_S015_NODE_31508_length_2439_cov_2.853374 FASTA DNA 1 2439 2439 2439 2439
Brothers_Diffuse_S015_NODE_315423_length_1002_cov_1.836571 FASTA DNA 1 1002 1002 1002 1002
Brothers_Diffuse_S015_NODE_3157_length_6152_cov_2.146058 FASTA DNA 1 6152 6152 6152 6152
Brothers_Diffuse_S015_NODE_3166_length_6144_cov_2.104205 FASTA DNA 1 6144 6144 6144 6144
Brothers_Diffuse_S015_NODE_3169_length_6141_cov_5.439308 FASTA DNA 1 6141 6141 6141 6141
Brothers_Diffuse_S015_NODE_317_length_14268_cov_2.375150 FASTA DNA 1 14268 14268 14268 14268
Brothers_Diffuse_S015_NODE_31813_length_2429_cov_4.246308 FASTA DNA 1 2429 2429 2429 2429
Brothers_Diffuse_S015_NODE_31877_length_2428_cov_1.444589 FASTA DNA 1 2428 2428 2428 2428
Brothers_Diffuse_S015_NODE_31908_length_2427_cov_2.408261 FASTA DNA 1 2427 2427 2427 2427
Brothers_Diffuse_S015_NODE_3194_length_6121_cov_2.344178 FASTA DNA 1 6121 6121 6121 6121
Brothers_Diffuse_S015_NODE_31975_length_2425_cov_1.686249 FASTA DNA 1 2425 2425 2425 2425
Brothers_Diffuse_S015_NODE_31_length_32966_cov_6.651055 FASTA DNA 1 32966 32966 32966 32966
Brothers_Diffuse_S015_NODE_32149_length_2420_cov_1.863498 FASTA DNA 1 2420 2420 2420 2420
Brothers_Diffuse_S015_NODE_32204_length_2418_cov_4.302488 FASTA DNA 1 2418 2418 2418 2418
Brothers_Diffuse_S015_NODE_32231_length_2418_cov_1.470100 FASTA DNA 1 2418 2418 2418 2418
Brothers_Diffuse_S015_NODE_32232_length_2418_cov_1.468354 FASTA DNA 1 2418 2418 2418 2418
Brothers_Diffuse_S015_NODE_32265_length_2417_cov_2.120087 FASTA DNA 1 2417 2417 2417 2417
Brothers_Diffuse_S015_NODE_32306_length_2416_cov_1.625601 FASTA DNA 1 2416 2416 2416 2416
Brothers_Diffuse_S015_NODE_3230_length_6100_cov_3.894191 FASTA DNA 1 6100 6100 6100 6100
Brothers_Diffuse_S015_NODE_32310_length_2416_cov_1.248580 FASTA DNA 1 2416 2416 2416 2416
Brothers_Diffuse_S015_NODE_32438_length_2412_cov_1.757549 FASTA DNA 1 2412 2412 2412 2412
Brothers_Diffuse_S015_NODE_32458_length_2411_cov_4.811734 FASTA DNA 1 2411 2411 2411 2411
Brothers_Diffuse_S015_NODE_3245_length_6088_cov_2.464184 FASTA DNA 1 6088 6088 6088 6088
Brothers_Diffuse_S015_NODE_32509_length_2410_cov_1.776172 FASTA DNA 1 2410 2410 2410 2410
Brothers_Diffuse_S015_NODE_32583_length_2407_cov_3.661404 FASTA DNA 1 2407 2407 2407 2407
Brothers_Diffuse_S015_NODE_32633_length_2406_cov_1.243528 FASTA DNA 1 2406 2406 2406 2406
Brothers_Diffuse_S015_NODE_32634_length_2406_cov_1.240018 FASTA DNA 1 2406 2406 2406 2406
Brothers_Diffuse_S015_NODE_32635_length_2406_cov_0.824923 FASTA DNA 1 2406 2406 2406 2406
Brothers_Diffuse_S015_NODE_32671_length_2405_cov_1.043459 FASTA DNA 1 2405 2405 2405 2405
Brothers_Diffuse_S015_NODE_32922_length_2397_cov_1.910573 FASTA DNA 1 2397 2397 2397 2397
Brothers_Diffuse_S015_NODE_3295_length_6045_cov_3.217641 FASTA DNA 1 6045 6045 6045 6045
Brothers_Diffuse_S015_NODE_32979_length_2395_cov_1.835097 FASTA DNA 1 2395 2395 2395 2395
Brothers_Diffuse_S015_NODE_32_length_32449_cov_3.343914 FASTA DNA 1 32449 32449 32449 32449
Brothers_Diffuse_S015_NODE_33040_length_2393_cov_1.946602 FASTA DNA 1 2393 2393 2393 2393
Brothers_Diffuse_S015_NODE_33085_length_2392_cov_0.728918 FASTA DNA 1 2392 2392 2392 2392
Brothers_Diffuse_S015_NODE_33100_length_2391_cov_2.806537 FASTA DNA 1 2391 2391 2391 2391
Brothers_Diffuse_S015_NODE_33181_length_2389_cov_1.367374 FASTA DNA 1 2389 2389 2389 2389
Brothers_Diffuse_S015_NODE_33202_length_2388_cov_1.971252 FASTA DNA 1 2388 2388 2388 2388
Brothers_Diffuse_S015_NODE_33207_length_2388_cov_1.660770 FASTA DNA 1 2388 2388 2388 2388
Brothers_Diffuse_S015_NODE_33276_length_2386_cov_2.207614 FASTA DNA 1 2386 2386 2386 2386
Brothers_Diffuse_S015_NODE_332_length_14093_cov_2.644494 FASTA DNA 1 14093 14093 14093 14093
Brothers_Diffuse_S015_NODE_3340_length_6014_cov_3.792594 FASTA DNA 1 6014 6014 6014 6014
Brothers_Diffuse_S015_NODE_33491_length_2380_cov_1.592543 FASTA DNA 1 2380 2380 2380 2380
Brothers_Diffuse_S015_NODE_33522_length_2379_cov_1.702043 FASTA DNA 1 2379 2379 2379 2379
Brothers_Diffuse_S015_NODE_33541_length_2378_cov_8.030209 FASTA DNA 1 2378 2378 2378 2378
Brothers_Diffuse_S015_NODE_33670_length_2375_cov_2.645018 FASTA DNA 1 2375 2375 2375 2375
Brothers_Diffuse_S015_NODE_3370_length_5995_cov_6.669734 FASTA DNA 1 5995 5995 5995 5995
Brothers_Diffuse_S015_NODE_33927_length_2368_cov_1.525658 FASTA DNA 1 2368 2368 2368 2368
Brothers_Diffuse_S015_NODE_33962_length_2367_cov_2.091518 FASTA DNA 1 2367 2367 2367 2367
Brothers_Diffuse_S015_NODE_33966_length_2367_cov_1.987054 FASTA DNA 1 2367 2367 2367 2367
Brothers_Diffuse_S015_NODE_33999_length_2366_cov_2.391246 FASTA DNA 1 2366 2366 2366 2366
Brothers_Diffuse_S015_NODE_339_length_13963_cov_5.972752 FASTA DNA 1 13963 13963 13963 13963
Brothers_Diffuse_S015_NODE_3402_length_5972_cov_3.601198 FASTA DNA 1 5972 5972 5972 5972
Brothers_Diffuse_S015_NODE_34065_length_2364_cov_2.071077 FASTA DNA 1 2364 2364 2364 2364
Brothers_Diffuse_S015_NODE_34084_length_2364_cov_0.991954 FASTA DNA 1 2364 2364 2364 2364
Brothers_Diffuse_S015_NODE_340_length_13928_cov_3.763640 FASTA DNA 1 13928 13928 13928 13928
Brothers_Diffuse_S015_NODE_3416_length_5956_cov_3.720707 FASTA DNA 1 5956 5956 5956 5956
Brothers_Diffuse_S015_NODE_34259_length_2359_cov_1.927419 FASTA DNA 1 2359 2359 2359 2359
Brothers_Diffuse_S015_NODE_34341_length_2357_cov_1.689238 FASTA DNA 1 2357 2357 2357 2357
Brothers_Diffuse_S015_NODE_34399_length_2355_cov_3.056553 FASTA DNA 1 2355 2355 2355 2355
Brothers_Diffuse_S015_NODE_34402_length_2355_cov_2.797576 FASTA DNA 1 2355 2355 2355 2355
Brothers_Diffuse_S015_NODE_34481_length_2353_cov_1.156783 FASTA DNA 1 2353 2353 2353 2353
Brothers_Diffuse_S015_NODE_3450_length_5931_cov_1.886975 FASTA DNA 1 5931 5931 5931 5931
Brothers_Diffuse_S015_NODE_3455_length_5927_cov_2.984828 FASTA DNA 1 5927 5927 5927 5927
Brothers_Diffuse_S015_NODE_34560_length_2350_cov_2.719298 FASTA DNA 1 2350 2350 2350 2350
Brothers_Diffuse_S015_NODE_34624_length_2348_cov_2.400270 FASTA DNA 1 2348 2348 2348 2348
Brothers_Diffuse_S015_NODE_34771_length_2344_cov_2.920162 FASTA DNA 1 2344 2344 2344 2344
Brothers_Diffuse_S015_NODE_34788_length_2344_cov_1.710419 FASTA DNA 1 2344 2344 2344 2344
Brothers_Diffuse_S015_NODE_3485_length_5903_cov_2.444598 FASTA DNA 1 5903 5903 5903 5903
Brothers_Diffuse_S015_NODE_34867_length_2342_cov_2.265011 FASTA DNA 1 2342 2342 2342 2342
Brothers_Diffuse_S015_NODE_34883_length_2342_cov_1.474944 FASTA DNA 1 2342 2342 2342 2342
Brothers_Diffuse_S015_NODE_34896_length_2341_cov_4.021229 FASTA DNA 1 2341 2341 2341 2341
Brothers_Diffuse_S015_NODE_3489_length_5901_cov_8.136474 FASTA DNA 1 5901 5901 5901 5901
Brothers_Diffuse_S015_NODE_34964_length_2339_cov_4.938969 FASTA DNA 1 2339 2339 2339 2339
Brothers_Diffuse_S015_NODE_3504_length_5893_cov_2.476587 FASTA DNA 1 5893 5893 5893 5893
Brothers_Diffuse_S015_NODE_35052_length_2337_cov_2.316742 FASTA DNA 1 2337 2337 2337 2337
Brothers_Diffuse_S015_NODE_3519_length_5881_cov_2.671533 FASTA DNA 1 5881 5881 5881 5881
Brothers_Diffuse_S015_NODE_35253_length_2332_cov_1.477551 FASTA DNA 1 2332 2332 2332 2332
Brothers_Diffuse_S015_NODE_35275_length_2331_cov_2.887477 FASTA DNA 1 2331 2331 2331 2331
Brothers_Diffuse_S015_NODE_3527_length_5875_cov_5.735038 FASTA DNA 1 5875 5875 5875 5875
Brothers_Diffuse_S015_NODE_35315_length_2330_cov_3.176123 FASTA DNA 1 2330 2330 2330 2330
Brothers_Diffuse_S015_NODE_35335_length_2330_cov_1.694507 FASTA DNA 1 2330 2330 2330 2330
Brothers_Diffuse_S015_NODE_35519_length_2325_cov_1.048681 FASTA DNA 1 2325 2325 2325 2325
Brothers_Diffuse_S015_NODE_3555_length_5860_cov_2.413745 FASTA DNA 1 5860 5860 5860 5860
Brothers_Diffuse_S015_NODE_35621_length_2322_cov_1.588155 FASTA DNA 1 2322 2322 2322 2322
Brothers_Diffuse_S015_NODE_35705_length_2320_cov_3.385773 FASTA DNA 1 2320 2320 2320 2320
Brothers_Diffuse_S015_NODE_35710_length_2320_cov_2.390333 FASTA DNA 1 2320 2320 2320 2320
Brothers_Diffuse_S015_NODE_35748_length_2319_cov_2.054288 FASTA DNA 1 2319 2319 2319 2319
Brothers_Diffuse_S015_NODE_3584_length_5844_cov_1.861991 FASTA DNA 1 5844 5844 5844 5844
Brothers_Diffuse_S015_NODE_3596_length_5838_cov_2.081597 FASTA DNA 1 5838 5838 5838 5838
Brothers_Diffuse_S015_NODE_3598_length_5837_cov_6.422767 FASTA DNA 1 5837 5837 5837 5837
Brothers_Diffuse_S015_NODE_36142_length_2309_cov_1.476169 FASTA DNA 1 2309 2309 2309 2309
Brothers_Diffuse_S015_NODE_36337_length_2304_cov_2.482315 FASTA DNA 1 2304 2304 2304 2304
Brothers_Diffuse_S015_NODE_36340_length_2304_cov_2.280202 FASTA DNA 1 2304 2304 2304 2304
Brothers_Diffuse_S015_NODE_36484_length_2301_cov_1.604876 FASTA DNA 1 2301 2301 2301 2301
Brothers_Diffuse_S015_NODE_3663_length_5792_cov_4.135393 FASTA DNA 1 5792 5792 5792 5792
Brothers_Diffuse_S015_NODE_36645_length_2297_cov_1.372350 FASTA DNA 1 2297 2297 2297 2297
Brothers_Diffuse_S015_NODE_36670_length_2296_cov_1.943292 FASTA DNA 1 2296 2296 2296 2296
Brothers_Diffuse_S015_NODE_3669_length_5791_cov_3.246822 FASTA DNA 1 5791 5791 5791 5791
Brothers_Diffuse_S015_NODE_36764_length_2293_cov_38.909049 FASTA DNA 1 2293 2293 2293 2293
Brothers_Diffuse_S015_NODE_367_length_13469_cov_1.817119 FASTA DNA 1 13469 13469 13469 13469
Brothers_Diffuse_S015_NODE_36802_length_2293_cov_0.963527 FASTA DNA 1 2293 2293 2293 2293
Brothers_Diffuse_S015_NODE_36825_length_2292_cov_1.794457 FASTA DNA 1 2292 2292 2292 2292
Brothers_Diffuse_S015_NODE_36884_length_2290_cov_2.239945 FASTA DNA 1 2290 2290 2290 2290
Brothers_Diffuse_S015_NODE_3690_length_5782_cov_2.656233 FASTA DNA 1 5782 5782 5782 5782
Brothers_Diffuse_S015_NODE_36964_length_2288_cov_2.053216 FASTA DNA 1 2288 2288 2288 2288
Brothers_Diffuse_S015_NODE_36985_length_2287_cov_3.202778 FASTA DNA 1 2287 2287 2287 2287
Brothers_Diffuse_S015_NODE_3699_length_5778_cov_1.791187 FASTA DNA 1 5778 5778 5778 5778
Brothers_Diffuse_S015_NODE_369_length_13463_cov_2.873200 FASTA DNA 1 13463 13463 13463 13463
Brothers_Diffuse_S015_NODE_37069_length_2285_cov_8.419833 FASTA DNA 1 2285 2285 2285 2285
Brothers_Diffuse_S015_NODE_37070_length_2285_cov_6.810009 FASTA DNA 1 2285 2285 2285 2285
Brothers_Diffuse_S015_NODE_37078_length_2285_cov_3.349861 FASTA DNA 1 2285 2285 2285 2285
Brothers_Diffuse_S015_NODE_37144_length_2284_cov_1.724154 FASTA DNA 1 2284 2284 2284 2284
Brothers_Diffuse_S015_NODE_371_length_13447_cov_2.347447 FASTA DNA 1 13447 13447 13447 13447
Brothers_Diffuse_S015_NODE_37237_length_2281_cov_5.702878 FASTA DNA 1 2281 2281 2281 2281
Brothers_Diffuse_S015_NODE_372_length_13434_cov_3.001052 FASTA DNA 1 13434 13434 13434 13434
Brothers_Diffuse_S015_NODE_3732_length_5756_cov_16.379108 FASTA DNA 1 5756 5756 5756 5756
Brothers_Diffuse_S015_NODE_37366_length_2278_cov_2.811251 FASTA DNA 1 2278 2278 2278 2278
Brothers_Diffuse_S015_NODE_3736_length_5755_cov_2.110874 FASTA DNA 1 5755 5755 5755 5755
Brothers_Diffuse_S015_NODE_3742_length_5753_cov_2.400640 FASTA DNA 1 5753 5753 5753 5753
Brothers_Diffuse_S015_NODE_37468_length_2276_cov_1.817590 FASTA DNA 1 2276 2276 2276 2276
Brothers_Diffuse_S015_NODE_3765_length_5741_cov_1.766477 FASTA DNA 1 5741 5741 5741 5741
Brothers_Diffuse_S015_NODE_37676_length_2271_cov_2.386660 FASTA DNA 1 2271 2271 2271 2271
Brothers_Diffuse_S015_NODE_37678_length_2271_cov_2.200560 FASTA DNA 1 2271 2271 2271 2271
Brothers_Diffuse_S015_NODE_3774_length_5737_cov_4.265954 FASTA DNA 1 5737 5737 5737 5737
Brothers_Diffuse_S015_NODE_377_length_13346_cov_5.504123 FASTA DNA 1 13346 13346 13346 13346
Brothers_Diffuse_S015_NODE_37837_length_2267_cov_2.080374 FASTA DNA 1 2267 2267 2267 2267
Brothers_Diffuse_S015_NODE_37850_length_2267_cov_1.523832 FASTA DNA 1 2267 2267 2267 2267
Brothers_Diffuse_S015_NODE_3790_length_5727_cov_3.745000 FASTA DNA 1 5727 5727 5727 5727
Brothers_Diffuse_S015_NODE_37933_length_2264_cov_7.253627 FASTA DNA 1 2264 2264 2264 2264
Brothers_Diffuse_S015_NODE_38006_length_2263_cov_0.755618 FASTA DNA 1 2263 2263 2263 2263
Brothers_Diffuse_S015_NODE_3808_length_5715_cov_2.135111 FASTA DNA 1 5715 5715 5715 5715
Brothers_Diffuse_S015_NODE_38104_length_2260_cov_2.996249 FASTA DNA 1 2260 2260 2260 2260
Brothers_Diffuse_S015_NODE_3817_length_5710_cov_7.018091 FASTA DNA 1 5710 5710 5710 5710
Brothers_Diffuse_S015_NODE_38283_length_2256_cov_0.917332 FASTA DNA 1 2256 2256 2256 2256
Brothers_Diffuse_S015_NODE_38294_length_2255_cov_2.857143 FASTA DNA 1 2255 2255 2255 2255
Brothers_Diffuse_S015_NODE_38295_length_2255_cov_2.296053 FASTA DNA 1 2255 2255 2255 2255
Brothers_Diffuse_S015_NODE_38410_length_2253_cov_0.907338 FASTA DNA 1 2253 2253 2253 2253
Brothers_Diffuse_S015_NODE_3846_length_5697_cov_2.664273 FASTA DNA 1 5697 5697 5697 5697
Brothers_Diffuse_S015_NODE_38521_length_2250_cov_4.204428 FASTA DNA 1 2250 2250 2250 2250
Brothers_Diffuse_S015_NODE_38528_length_2250_cov_2.246350 FASTA DNA 1 2250 2250 2250 2250
Brothers_Diffuse_S015_NODE_3861_length_5686_cov_6.805181 FASTA DNA 1 5686 5686 5686 5686
Brothers_Diffuse_S015_NODE_38639_length_2248_cov_1.680339 FASTA DNA 1 2248 2248 2248 2248
Brothers_Diffuse_S015_NODE_38663_length_2247_cov_2.631132 FASTA DNA 1 2247 2247 2247 2247
Brothers_Diffuse_S015_NODE_38668_length_2247_cov_2.269340 FASTA DNA 1 2247 2247 2247 2247
Brothers_Diffuse_S015_NODE_38723_length_2246_cov_2.235960 FASTA DNA 1 2246 2246 2246 2246
Brothers_Diffuse_S015_NODE_38750_length_2246_cov_1.072204 FASTA DNA 1 2246 2246 2246 2246
Brothers_Diffuse_S015_NODE_38892_length_2242_cov_2.297400 FASTA DNA 1 2242 2242 2242 2242
Brothers_Diffuse_S015_NODE_38906_length_2242_cov_1.690780 FASTA DNA 1 2242 2242 2242 2242
Brothers_Diffuse_S015_NODE_3890_length_5671_cov_2.096681 FASTA DNA 1 5671 5671 5671 5671
Brothers_Diffuse_S015_NODE_38921_length_2242_cov_1.104492 FASTA DNA 1 2242 2242 2242 2242
Brothers_Diffuse_S015_NODE_38924_length_2242_cov_0.942317 FASTA DNA 1 2242 2242 2242 2242
Brothers_Diffuse_S015_NODE_389_length_13246_cov_4.353304 FASTA DNA 1 13246 13246 13246 13246
Brothers_Diffuse_S015_NODE_3901_length_5666_cov_2.072757 FASTA DNA 1 5666 5666 5666 5666
Brothers_Diffuse_S015_NODE_3905_length_5665_cov_1.800650 FASTA DNA 1 5665 5665 5665 5665
Brothers_Diffuse_S015_NODE_3906_length_5663_cov_6.909501 FASTA DNA 1 5663 5663 5663 5663
Brothers_Diffuse_S015_NODE_39082_length_2238_cov_3.909995 FASTA DNA 1 2238 2238 2238 2238
Brothers_Diffuse_S015_NODE_39150_length_2237_cov_1.913744 FASTA DNA 1 2237 2237 2237 2237
Brothers_Diffuse_S015_NODE_39277_length_2234_cov_1.896061 FASTA DNA 1 2234 2234 2234 2234
Brothers_Diffuse_S015_NODE_39326_length_2233_cov_1.858025 FASTA DNA 1 2233 2233 2233 2233
Brothers_Diffuse_S015_NODE_39430_length_2231_cov_0.749049 FASTA DNA 1 2231 2231 2231 2231
Brothers_Diffuse_S015_NODE_39458_length_2230_cov_1.680932 FASTA DNA 1 2230 2230 2230 2230
Brothers_Diffuse_S015_NODE_39459_length_2230_cov_1.624346 FASTA DNA 1 2230 2230 2230 2230
Brothers_Diffuse_S015_NODE_39469_length_2230_cov_1.191631 FASTA DNA 1 2230 2230 2230 2230
Brothers_Diffuse_S015_NODE_39498_length_2229_cov_1.916270 FASTA DNA 1 2229 2229 2229 2229
Brothers_Diffuse_S015_NODE_394_length_13207_cov_4.298547 FASTA DNA 1 13207 13207 13207 13207
Brothers_Diffuse_S015_NODE_39558_length_2227_cov_3.262381 FASTA DNA 1 2227 2227 2227 2227
Brothers_Diffuse_S015_NODE_39559_length_2227_cov_3.253810 FASTA DNA 1 2227 2227 2227 2227
Brothers_Diffuse_S015_NODE_3958_length_5633_cov_4.567018 FASTA DNA 1 5633 5633 5633 5633
Brothers_Diffuse_S015_NODE_3960_length_5632_cov_32.615985 FASTA DNA 1 5632 5632 5632 5632
Brothers_Diffuse_S015_NODE_39683_length_2225_cov_1.760248 FASTA DNA 1 2225 2225 2225 2225
Brothers_Diffuse_S015_NODE_39700_length_2224_cov_5.929900 FASTA DNA 1 2224 2224 2224 2224
Brothers_Diffuse_S015_NODE_397_length_13176_cov_7.386620 FASTA DNA 1 13176 13176 13176 13176
Brothers_Diffuse_S015_NODE_39872_length_2220_cov_8.788342 FASTA DNA 1 2220 2220 2220 2220
Brothers_Diffuse_S015_NODE_39978_length_2218_cov_1.549498 FASTA DNA 1 2218 2218 2218 2218
Brothers_Diffuse_S015_NODE_399_length_13172_cov_3.605289 FASTA DNA 1 13172 13172 13172 13172
Brothers_Diffuse_S015_NODE_4002_length_5614_cov_2.380718 FASTA DNA 1 5614 5614 5614 5614
Brothers_Diffuse_S015_NODE_40043_length_2216_cov_3.719004 FASTA DNA 1 2216 2216 2216 2216
Brothers_Diffuse_S015_NODE_4004_length_5612_cov_5.305196 FASTA DNA 1 5612 5612 5612 5612
Brothers_Diffuse_S015_NODE_400_length_13171_cov_2.364612 FASTA DNA 1 13171 13171 13171 13171
Brothers_Diffuse_S015_NODE_40109_length_2215_cov_1.482280 FASTA DNA 1 2215 2215 2215 2215
Brothers_Diffuse_S015_NODE_40130_length_2214_cov_3.779588 FASTA DNA 1 2214 2214 2214 2214
Brothers_Diffuse_S015_NODE_40250_length_2212_cov_1.623981 FASTA DNA 1 2212 2212 2212 2212
Brothers_Diffuse_S015_NODE_4035_length_5595_cov_1.758961 FASTA DNA 1 5595 5595 5595 5595
Brothers_Diffuse_S015_NODE_40390_length_2209_cov_1.487032 FASTA DNA 1 2209 2209 2209 2209
Brothers_Diffuse_S015_NODE_40540_length_2206_cov_1.278018 FASTA DNA 1 2206 2206 2206 2206
Brothers_Diffuse_S015_NODE_4058_length_5585_cov_2.303041 FASTA DNA 1 5585 5585 5585 5585
Brothers_Diffuse_S015_NODE_4068_length_5581_cov_4.353135 FASTA DNA 1 5581 5581 5581 5581
Brothers_Diffuse_S015_NODE_40715_length_2202_cov_2.018313 FASTA DNA 1 2202 2202 2202 2202
Brothers_Diffuse_S015_NODE_40751_length_2201_cov_2.104629 FASTA DNA 1 2201 2201 2201 2201
Brothers_Diffuse_S015_NODE_4075_length_5578_cov_2.755641 FASTA DNA 1 5578 5578 5578 5578
Brothers_Diffuse_S015_NODE_40857_length_2199_cov_1.973456 FASTA DNA 1 2199 2199 2199 2199
Brothers_Diffuse_S015_NODE_40950_length_2197_cov_2.049275 FASTA DNA 1 2197 2197 2197 2197
Brothers_Diffuse_S015_NODE_40965_length_2197_cov_1.599517 FASTA DNA 1 2197 2197 2197 2197
Brothers_Diffuse_S015_NODE_41040_length_2195_cov_4.734043 FASTA DNA 1 2195 2195 2195 2195
Brothers_Diffuse_S015_NODE_4107_length_5564_cov_1.699467 FASTA DNA 1 5564 5564 5564 5564
Brothers_Diffuse_S015_NODE_41204_length_2192_cov_1.622760 FASTA DNA 1 2192 2192 2192 2192
Brothers_Diffuse_S015_NODE_41206_length_2192_cov_1.524939 FASTA DNA 1 2192 2192 2192 2192
Brothers_Diffuse_S015_NODE_4120_length_5556_cov_2.422361 FASTA DNA 1 5556 5556 5556 5556
Brothers_Diffuse_S015_NODE_4138_length_5546_cov_1.785385 FASTA DNA 1 5546 5546 5546 5546
Brothers_Diffuse_S015_NODE_41505_length_2185_cov_2.873178 FASTA DNA 1 2185 2185 2185 2185
Brothers_Diffuse_S015_NODE_41512_length_2185_cov_2.113703 FASTA DNA 1 2185 2185 2185 2185
Brothers_Diffuse_S015_NODE_41546_length_2184_cov_4.431697 FASTA DNA 1 2184 2184 2184 2184
Brothers_Diffuse_S015_NODE_4157_length_5537_cov_4.114972 FASTA DNA 1 5537 5537 5537 5537
Brothers_Diffuse_S015_NODE_41786_length_2179_cov_3.089181 FASTA DNA 1 2179 2179 2179 2179
Brothers_Diffuse_S015_NODE_41791_length_2179_cov_2.568226 FASTA DNA 1 2179 2179 2179 2179
Brothers_Diffuse_S015_NODE_41839_length_2178_cov_2.090687 FASTA DNA 1 2178 2178 2178 2178
Brothers_Diffuse_S015_NODE_41895_length_2177_cov_1.908293 FASTA DNA 1 2177 2177 2177 2177
Brothers_Diffuse_S015_NODE_41907_length_2177_cov_1.455122 FASTA DNA 1 2177 2177 2177 2177
Brothers_Diffuse_S015_NODE_41947_length_2176_cov_1.597853 FASTA DNA 1 2176 2176 2176 2176
Brothers_Diffuse_S015_NODE_41951_length_2176_cov_1.501220 FASTA DNA 1 2176 2176 2176 2176
Brothers_Diffuse_S015_NODE_41_length_29526_cov_2.952549 FASTA DNA 1 29526 29526 29526 29526
Brothers_Diffuse_S015_NODE_42042_length_2174_cov_1.701026 FASTA DNA 1 2174 2174 2174 2174
Brothers_Diffuse_S015_NODE_42045_length_2174_cov_1.527113 FASTA DNA 1 2174 2174 2174 2174
Brothers_Diffuse_S015_NODE_420_length_12978_cov_3.895495 FASTA DNA 1 12978 12978 12978 12978
Brothers_Diffuse_S015_NODE_42110_length_2172_cov_6.555501 FASTA DNA 1 2172 2172 2172 2172
Brothers_Diffuse_S015_NODE_42310_length_2169_cov_0.857493 FASTA DNA 1 2169 2169 2169 2169
Brothers_Diffuse_S015_NODE_42322_length_2168_cov_2.723665 FASTA DNA 1 2168 2168 2168 2168
Brothers_Diffuse_S015_NODE_4232_length_5500_cov_6.118742 FASTA DNA 1 5500 5500 5500 5500
Brothers_Diffuse_S015_NODE_42341_length_2168_cov_1.483097 FASTA DNA 1 2168 2168 2168 2168
Brothers_Diffuse_S015_NODE_42343_length_2168_cov_1.463498 FASTA DNA 1 2168 2168 2168 2168
Brothers_Diffuse_S015_NODE_4237_length_5496_cov_2.399516 FASTA DNA 1 5496 5496 5496 5496
Brothers_Diffuse_S015_NODE_4238_length_5495_cov_5.560730 FASTA DNA 1 5495 5495 5495 5495
Brothers_Diffuse_S015_NODE_4248_length_5491_cov_4.297166 FASTA DNA 1 5491 5491 5491 5491
Brothers_Diffuse_S015_NODE_42503_length_2164_cov_10.269514 FASTA DNA 1 2164 2164 2164 2164
Brothers_Diffuse_S015_NODE_42540_length_2164_cov_1.462936 FASTA DNA 1 2164 2164 2164 2164
Brothers_Diffuse_S015_NODE_425_length_12927_cov_2.626016 FASTA DNA 1 12927 12927 12927 12927
Brothers_Diffuse_S015_NODE_42609_length_2162_cov_5.869779 FASTA DNA 1 2162 2162 2162 2162
Brothers_Diffuse_S015_NODE_4262_length_5482_cov_1.769935 FASTA DNA 1 5482 5482 5482 5482
Brothers_Diffuse_S015_NODE_4267_length_5479_cov_3.676756 FASTA DNA 1 5479 5479 5479 5479
Brothers_Diffuse_S015_NODE_42822_length_2158_cov_3.528311 FASTA DNA 1 2158 2158 2158 2158
Brothers_Diffuse_S015_NODE_4290_length_5466_cov_38.694137 FASTA DNA 1 5466 5466 5466 5466
Brothers_Diffuse_S015_NODE_4299_length_5463_cov_1.793103 FASTA DNA 1 5463 5463 5463 5463
Brothers_Diffuse_S015_NODE_43085_length_2153_cov_2.550346 FASTA DNA 1 2153 2153 2153 2153
Brothers_Diffuse_S015_NODE_4315_length_5456_cov_1.892100 FASTA DNA 1 5456 5456 5456 5456
Brothers_Diffuse_S015_NODE_43208_length_2151_cov_1.820652 FASTA DNA 1 2151 2151 2151 2151
Brothers_Diffuse_S015_NODE_4334_length_5450_cov_2.182228 FASTA DNA 1 5450 5450 5450 5450
Brothers_Diffuse_S015_NODE_43398_length_2147_cov_2.523267 FASTA DNA 1 2147 2147 2147 2147
Brothers_Diffuse_S015_NODE_43569_length_2143_cov_4.003968 FASTA DNA 1 2143 2143 2143 2143
Brothers_Diffuse_S015_NODE_43705_length_2141_cov_1.440914 FASTA DNA 1 2141 2141 2141 2141
Brothers_Diffuse_S015_NODE_43834_length_2138_cov_3.099453 FASTA DNA 1 2138 2138 2138 2138
Brothers_Diffuse_S015_NODE_4392_length_5422_cov_3.972993 FASTA DNA 1 5422 5422 5422 5422
